,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_selectperc__percentile,param_preprocessor__text__tfidf__use_idf,param_preprocessor__text__tfidf__norm,param_preprocessor__text__tfidf__ngram_range,param_preprocessor__text__tfidf__min_df,param_preprocessor__text__tfidf__max_df,param_clf__estimator__alpha,param_clf__estimator,param_clf__estimator__class_weight,param_clf__estimator__penalty,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_Balanced Accuracy,split1_test_Balanced Accuracy,split2_test_Balanced Accuracy,split3_test_Balanced Accuracy,split4_test_Balanced Accuracy,mean_test_Balanced Accuracy,std_test_Balanced Accuracy,rank_test_Balanced Accuracy,split0_test_Matthews Correlation Coefficient,split1_test_Matthews Correlation Coefficient,split2_test_Matthews Correlation Coefficient,split3_test_Matthews Correlation Coefficient,split4_test_Matthews Correlation Coefficient,mean_test_Matthews Correlation Coefficient,std_test_Matthews Correlation Coefficient,rank_test_Matthews Correlation Coefficient,split0_test_Class Balance Accuracy,split1_test_Class Balance Accuracy,split2_test_Class Balance Accuracy,split3_test_Class Balance Accuracy,split4_test_Class Balance Accuracy,mean_test_Class Balance Accuracy,std_test_Class Balance Accuracy,rank_test_Class Balance Accuracy,learner
59,12.269523572921752,0.30540021583380417,1.5949268817901612,0.19314509855066356,50,False,l2,"(1, 3)",1,0.7,,Perceptron(),,elasticnet,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.6628760616093278,0.6575500215920541,0.6529437167122499,0.6769828703037283,0.6541894615606104,0.6609084263555941,0.008742074203622626,50,0.35136886163742065,0.3566531406595264,0.3382849194270283,0.3578742434027329,0.3612299002078755,0.3530822130669168,0.008049787034996968,47,0.5755597825729513,0.5685831487451617,0.5619432544465198,0.5871806358620864,0.5627979159389604,0.5712129475131358,0.00935433432960493,50,0.28412653798764326,0.27172707067010937,0.26848425464589476,0.2938872504177774,0.30996307279413593,0.28563763730311215,0.015164489771482347,51,Perceptron
28,8.265934371948243,0.12328761326430158,1.2883291244506836,0.038395704957912155,50,False,l2,"(1, 3)",1,0.7,,Perceptron(),,l2,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.6628760616093278,0.6575500215920541,0.6529437167122499,0.6769828703037283,0.6541894615606104,0.6609084263555941,0.008742074203622626,50,0.35136886163742065,0.3566531406595264,0.3382849194270283,0.3578742434027329,0.3612299002078755,0.3530822130669168,0.008049787034996968,47,0.5755597825729513,0.5685831487451617,0.5619432544465198,0.5871806358620864,0.5627979159389604,0.5712129475131358,0.00935433432960493,50,0.28412653798764326,0.27172707067010937,0.26848425464589476,0.2938872504177774,0.30996307279413593,0.28563763730311215,0.015164489771482347,51,Perceptron
24,5.9411633014678955,0.17441949393858824,1.029759454727173,0.11579810766896954,10,False,l2,"(2, 2)",1,0.95,1.0,RidgeClassifier(),balanced,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': 'balanced', 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.5845688786526558,0.5878796602850151,0.6055851446667626,0.5896070246149417,0.598761877339476,0.5932805171117702,0.007746039187128284,77,0.40070480725681834,0.39284087021146374,0.40933210544309273,0.39606934994860016,0.3896513675474484,0.39771970008148466,0.006861245506058515,32,0.49102002478239415,0.4911836402501721,0.5110297838671246,0.4927139426125816,0.49957813181603583,0.49710510466566166,0.00763396091601482,71,0.2779261131497179,0.2788393306145687,0.28856469321067896,0.2892746817729364,0.2807432842196134,0.28306962059350305,0.0048674730685063896,53,RidgeClassifier
10,4.37797212600708,0.10467775302044033,0.9811318397521973,0.029911859457976198,10,False,,"(2, 2)",3,0.95,0.1,BernoulliNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 0.1, 'clf__estimator': BernoulliNB()}",0.6181085360587304,0.6342306031380452,0.6284727220382899,0.6214193176910897,0.631298589116038,0.6267059536084386,0.006044803222279863,67,0.30157359969763653,0.3171565222953295,0.3025209204266009,0.28404304091989024,0.3031188879511896,0.30168259425812927,0.010520208182585707,66,0.4967225040541133,0.5167829787965067,0.5110385772578011,0.4985337299672336,0.5087543617259388,0.5063664303603186,0.007620920734522485,67,0.26820675238076014,0.30184828476650344,0.2866379772221843,0.268745264874651,0.2866702957833809,0.28242171500549595,0.012667512533954744,54,BernoulliNB
13,5.466638612747192,0.2025595302403986,1.1329091548919679,0.18987691635075443,50,False,l2,"(2, 2)",1,0.95,,SGDClassifier(max_iter=10000),,l2,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': SGDClassifier(max_iter=10000)}",0.6716568302864546,0.6785662876061609,0.6697855189290342,0.6762631351662588,0.6809674632882234,0.6754478470552263,0.004178260343325783,45,0.304221715948579,0.29160029286572975,0.3112850688475107,0.2999810963337911,0.30961000426584967,0.30333963565229205,0.007103765934671527,65,0.5689346613350004,0.577057548827752,0.5665488854132035,0.5730348546330627,0.5764354741728532,0.5724022848763743,0.004113999055795822,49,0.2814131613390931,0.2710556151839047,0.28897371462235916,0.278534896559552,0.28912362602493463,0.28182020274596875,0.006802175954562819,55,SGDClassifier
57,3.705565357208252,0.07134513550196114,0.8656412601470947,0.02245520228801744,50,False,l2,"(1, 1)",1,0.7,0.1,MultinomialNB(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.1, 'clf__estimator': MultinomialNB()}",0.7394558802360731,0.7339858931913056,0.7305311645314524,0.7377285159061465,0.7392744025338325,0.7361951712797621,0.0034475184081917435,18,0.3180150618339113,0.29809882060675513,0.28934395475813934,0.2905435361830445,0.2954910361724779,0.2982984819108656,0.010363280174178077,68,0.6665477117390783,0.6592670427503463,0.6558499905486445,0.663077278279843,0.6637424641586303,0.6616968974953085,0.0037339177236926147,21,0.29887356433490153,0.27873109537677554,0.2677217409558072,0.2718092725984891,0.2747716242149473,0.2783814594961841,0.010861885257227998,56,MultinomialNB
39,6.59474196434021,0.24449246251582005,1.1719536304473877,0.03563630599844692,10,False,l2,"(1, 3)",3,0.95,,Perceptron(),,elasticnet,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.6517921404922988,0.6673384194616381,0.643011371815172,0.6404203253202821,0.6556291390728477,0.6516382792324478,0.00961988628135447,54,0.3602617018394956,0.3442240685631432,0.3505362065772721,0.32445493580556556,0.315880825904559,0.3390715477380071,0.016483109097127187,54,0.5583371076667675,0.5759053507346193,0.5526915994423728,0.547494100464905,0.5602762899240132,0.5589408896465355,0.0095919069763403,56,0.2869673710547829,0.28334456326424473,0.25566042386482474,0.2599524524634975,0.29466056934368273,0.27611707599820656,0.015450542326884795,57,Perceptron
54,4.0071930408477785,0.1556449525032041,0.9511421680450439,0.05900293943563345,10,True,l2,"(1, 1)",1,0.7,0.5,MultinomialNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.5, 'clf__estimator': MultinomialNB()}",0.7227580250467828,0.7125377860947172,0.7113862098747661,0.7205988196343746,0.7234379498992226,0.7181437581099727,0.005146622844955129,28,0.3115465826828546,0.29195507836581147,0.2847248513372658,0.29135621025236563,0.30105841809661577,0.2961282281469827,0.00929792198375883,69,0.643032462830148,0.6286689042444729,0.628480288492084,0.6384981566760339,0.6406244220135008,0.635860846851248,0.0061200622111107815,31,0.2896872929322477,0.2714625290945694,0.26216044199117355,0.27297402848850877,0.27920599893482034,0.27509805828826395,0.009108583143519505,58,MultinomialNB
75,7.824931383132935,0.21344746735696654,1.2600350856781006,0.05053332145783725,10,False,,"(1, 3)",1,0.95,,Perceptron(),,l2,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.6607168561969196,0.6468979415575068,0.6340866561105514,0.6204116884986325,0.6032248776274115,0.6330676039982044,0.02003775619042415,62,0.33071805686489153,0.32354952629709877,0.3153664550652116,0.3065952684276116,0.35181639035972906,0.32560913940290853,0.015385726621773115,56,0.5708733816373619,0.5517526181161588,0.5438023145888525,0.5277949336984032,0.517499277537966,0.5423445051157485,0.0186199353172564,60,0.2931873542117245,0.26595459733063154,0.27565941082207496,0.2719713736213545,0.26232465471404337,0.27381947813996577,0.010732220477194613,59,Perceptron
2,4.284694671630859,0.4477104032890435,0.9559653282165528,0.06673417492246976,10,False,l2,"(1, 1)",3,0.7,0.1,MultinomialNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.1, 'clf__estimator': MultinomialNB()}",0.7015978120051821,0.6936807254930186,0.6942565136029941,0.7014538649776882,0.6975237546789519,0.697702534151567,0.0033860784731267433,36,0.30301404919198943,0.2921120421751433,0.27941077239249507,0.291406655528115,0.29003442030227916,0.2911955879180044,0.0074938728575849834,70,0.6164987543486293,0.604683529436848,0.6074154235792371,0.6139869901262845,0.6072697978175118,0.6099708990617021,0.004483850187255569,36,0.27884352925039113,0.268520602404602,0.2551182681936592,0.27033878287900004,0.26761355990864605,0.26808694852725967,0.00760754374112439,60,MultinomialNB
79,7.7116687297821045,0.09024792089087864,1.064433479309082,0.06256509431141638,50,False,l2,"(2, 2)",3,0.95,0.1,RidgeClassifier(),balanced,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': 'balanced', 'clf__estimator__alpha': 0.1, 'clf__estimator': RidgeClassifier()}",0.5986756873470562,0.5976680581545991,0.6058730387217504,0.6061609327767382,0.6125827814569537,0.6041920996914195,0.005479038663108775,73,0.37916057071126136,0.3758504239648302,0.358154236049509,0.4231597284828783,0.36440820029776033,0.3801466319012478,0.02280754218008262,38,0.504318993916615,0.5016076221872335,0.5105921021589789,0.509611899706718,0.5142999727791555,0.5080861181497403,0.004547132931720683,66,0.262673834131753,0.2587240458498072,0.26573044327833123,0.2733266453012991,0.2727160181944637,0.2666341973511308,0.005671845367488522,61,RidgeClassifier
36,3.9391048908233643,0.20190541122661557,1.0103470802307128,0.10259342344058743,10,True,l2,"(1, 1)",3,0.7,0.5,MultinomialNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.5, 'clf__estimator': MultinomialNB()}",0.6954080898229451,0.6867712681733122,0.6818770692385202,0.690657837915647,0.6916210768787792,0.6892670684058407,0.004604972231384133,39,0.3044368614525589,0.28862127556833594,0.2777610113641581,0.28107081208269,0.2879684594607705,0.28797168398570266,0.009202216222660799,71,0.6052585732227185,0.5926001512837772,0.5872966344560163,0.5968438678161893,0.5957762575251774,0.5955550968607758,0.005878795808252325,39,0.2788456444402088,0.26377808063071617,0.25225675305124295,0.25853452098596075,0.26407275567265615,0.26349755095615696,0.008797280659198855,62,MultinomialNB
46,8.534975719451904,0.6511003528322596,1.5147388458251954,0.2315748205416019,100,False,,"(1, 3)",3,0.95,,Perceptron(),,elasticnet,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.644306895062617,0.6297682452857348,0.6263135166258816,0.6343745501655391,0.5968902965735675,0.6263307007426681,0.015914782318246248,68,0.3429073616788428,0.2960514775609034,0.31568319979240855,0.3369548843896111,0.2952234110730112,0.3173640668989554,0.01991743184795489,59,0.5540531742888634,0.5396572314436148,0.5362884293603911,0.5430846290908851,0.5007570848256208,0.5347681098018751,0.018022446600142284,62,0.2678762353172386,0.2524597036131941,0.2783720062151765,0.26564479726699247,0.2449956606090323,0.26186968060432675,0.01179777244803179,63,Perceptron
81,4.069943284988403,0.3073530604518877,8.650655221939086,0.951856305101118,50,False,,"(1, 1)",3,0.7,,KNeighborsClassifier(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator': KNeighborsClassifier()}",0.644306895062617,0.6417158485677271,0.6435871599251476,0.6504966172448539,0.6488626547653326,0.6457938351131356,0.003323979368160088,58,0.28484369494836037,0.2730499586236344,0.2776824598556819,0.27388305571982974,0.2921286746373917,0.2803175687569796,0.0072270734660145886,74,0.5319158145786086,0.5267829073559849,0.5304733971832618,0.5377572335650485,0.5331670513983057,0.532019280816242,0.0035794286566690372,63,0.26296921493239883,0.2528189152813862,0.25670615639749694,0.25559659096620124,0.270468259983088,0.2597118275121143,0.006321279649043054,64,KNeighborsClassifier
48,7.203556060791016,0.19679616908916114,1.283930253982544,0.04205671803343472,50,True,l2,"(1, 3)",1,0.7,0.1,MultinomialNB(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.1, 'clf__estimator': MultinomialNB()}",0.7360011515762199,0.7236217072117461,0.7260688066791421,0.7316827407514035,0.7320760149726461,0.7298900842382315,0.0044549246298691775,25,0.2991941011159839,0.2706141920221158,0.2774013177386188,0.2769667725243392,0.2784648964046789,0.28052825596114733,0.00973058886922039,73,0.6628402105531089,0.6457629828963001,0.6503329820110223,0.6557198059445261,0.6546931428525288,0.6538698248514974,0.005706106307734373,23,0.27442586415584,0.24767892787071832,0.2523851732822981,0.25439839672341424,0.25534646466354516,0.2568469653391632,0.009178509394580764,65,MultinomialNB
26,8.029291009902954,0.38057907945558,1.5132462978363037,0.20726555430710716,100,True,l2,"(1, 3)",1,0.95,0.1,MultinomialNB(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 0.1, 'clf__estimator': MultinomialNB()}",0.7367208867136894,0.7253490715416727,0.7236217072117461,0.7325464229163667,0.7322199827238699,0.7300916142214691,0.004875545093029464,24,0.2939853765328784,0.26294407853879853,0.26885338197556874,0.2653895928185505,0.26940334971026814,0.27211515591521285,0.011186075908943627,76,0.6622072380118927,0.6464979169721674,0.6451735577095078,0.6558143789640248,0.6533394597212434,0.6526065102757672,0.0062540435795569,25,0.27026448557014315,0.24098790655974725,0.24512687625090504,0.24389606220131632,0.24736222970271365,0.24952751205696505,0.010570848624233143,66,MultinomialNB
9,4.204655313491822,0.14583496735979143,0.94708251953125,0.07627546038824443,10,True,l2,"(1, 1)",1,0.7,1,MultinomialNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 1, 'clf__estimator': MultinomialNB()}",0.7167122498920397,0.7039009644450842,0.7053404347200231,0.7139772563696559,0.7150878203282465,0.7110037451510098,0.0053034148280761235,31,0.29675286925727695,0.26409577147529173,0.26079995846587634,0.2669368842838389,0.271682948557151,0.27205368640788696,0.012855687819991933,77,0.6350715392373877,0.6171387269409427,0.6204018973284865,0.6294019077359269,0.6292780773100894,0.6262584297105667,0.006544288737542215,34,0.27231590018780427,0.24102503571726347,0.2364717619824913,0.2460551729204276,0.24849731134651135,0.2488730364308996,0.012434083065296454,67,MultinomialNB
70,5.889683437347412,0.12761057004062634,1.1383196353912353,0.042525682283344926,10,True,l2,"(1, 3)",3,0.95,,Perceptron(),balanced,l2,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': Perceptron()}",0.5923420181373255,0.6001151576219951,0.5851446667626313,0.5583705196487693,0.5296573567520876,0.5731259437845618,0.02588190672707145,83,0.45488069621081206,0.41483158398640146,0.4229076137321077,0.3782642606167754,0.38879450496096374,0.4119357319014121,0.026990081409740015,28,0.49739955886012716,0.49885008251152985,0.48402713451882456,0.45289388624190013,0.43424714599974273,0.4734835616264249,0.02565164040954932,79,0.25578004090094797,0.23952244595528804,0.2423990560947938,0.2597841207786582,0.2433617045868121,0.24816947366330006,0.008049897041378155,68,Perceptron
32,9.399205303192138,0.26593300505948225,1.5280847549438477,0.11351416857475975,10,True,l2,"(1, 3)",1,0.95,,Perceptron(),balanced,elasticnet,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': Perceptron()}",0.5575068374838059,0.6178206420037426,0.597812005182093,0.5801065208003455,0.5321048085228909,0.5770701627985756,0.030015502105870857,79,0.4480092970399341,0.41066337693985655,0.4136261969165017,0.4417187025389998,0.4356531119993096,0.4299341370869204,0.0150705353157579,19,0.46460454139752927,0.525037296862381,0.5026881092976916,0.4907385809002959,0.43836311749697143,0.48428632919097386,0.030123786522981654,75,0.22319060099799468,0.2754434932957879,0.23792304078597337,0.2480768183383109,0.22742478164612712,0.24241174701283877,0.018640812022237017,69,Perceptron
76,5.5677056312561035,0.11981939201523026,1.0229284763336182,0.04419143168966499,50,True,l2,"(2, 2)",1,0.95,,SGDClassifier(max_iter=10000),balanced,elasticnet,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': SGDClassifier(max_iter=10000)}",0.4668202101626601,0.634518497193033,0.6337987620555635,0.6358140204404779,0.4601209329110279,0.5662144845525524,0.0839192845365302,85,0.4047148974354196,0.4502317447224159,0.40556753587203986,0.41512209146747026,0.38347151843602,0.41182155758667316,0.021815490485694575,29,0.391815580025074,0.5393495199931968,0.5380807468812667,0.5397250870720377,0.3773845197520075,0.4772710907447165,0.07580503768443565,78,0.21560294409130365,0.25315867396965386,0.26207099313952315,0.2565040850530546,0.2228392113249145,0.24203518151568995,0.018982431078220473,70,SGDClassifier
86,5.055849885940551,0.242202746512366,1.0418432235717774,0.10449772675544866,100,True,l2,"(2, 2)",3,0.7,,Perceptron(),,elasticnet,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.6093277673816035,0.6060169857492442,0.5798186267453577,0.585576507845113,0.6032248776274115,0.5967929530697461,0.011811099862965491,75,0.2861102658179848,0.2826177598243491,0.2780742906947027,0.28066594005380535,0.2867587834695132,0.2828454079720711,0.003272285705690108,72,0.4917683600638416,0.49111733157202575,0.46629825508204886,0.46793135598986985,0.48689531639726036,0.4808021238210093,0.011312008813748404,76,0.2419622286000519,0.23628822507620234,0.22537628186959988,0.23029596224240748,0.2558420807189354,0.2379529557014394,0.010541998526141865,71,Perceptron
51,4.192976570129394,0.0662682594783962,0.9750226497650146,0.052012936185306786,10,False,,"(2, 2)",3,0.7,0.5,BernoulliNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.5, 'clf__estimator': BernoulliNB()}",0.6140780192889017,0.6278969339283144,0.6214193176910897,0.6194040593061754,0.6219406852864958,0.6209478031001955,0.004451418534065303,69,0.2599562307590867,0.25627996873660286,0.25930347305800994,0.2495544297802267,0.24077360578274984,0.2531735416233352,0.007212311697363902,82,0.48955025781025563,0.506811559675601,0.4996734211956019,0.49437536161163664,0.49412130485903516,0.4969063810304261,0.005899903942906099,72,0.24231051348129296,0.23978196791928919,0.24234720101529336,0.23328525857868695,0.22444428597909163,0.23643384539473083,0.006846547463555906,72,BernoulliNB
